,exp,data type,label,time,data
362,UMSTBG1d,behavior,whisk,36.2,0.06723018
363,UMSTBG1d,behavior,whisk,36.3,0.41481185
364,UMSTBG1d,behavior,whisk,36.4,0.375374883
365,UMSTBG1d,behavior,whisk,36.5,0.362915188
366,UMSTBG1d,behavior,whisk,36.6,0.345550567
367,UMSTBG1d,behavior,whisk,36.7,0.150991127
368,UMSTBG1d,behavior,whisk,36.8,0.558795154
369,UMSTBG1d,behavior,whisk,36.9,0.152262658
370,UMSTBG1d,behavior,whisk,37,0.246958733
371,UMSTBG1d,behavior,whisk,37.1,0.117883064
372,UMSTBG1d,behavior,whisk,37.2,0.141890243
373,UMSTBG1d,behavior,whisk,37.3,0.070935003
374,UMSTBG1d,behavior,whisk,37.4,0.050401349
375,UMSTBG1d,behavior,whisk,37.5,0.059163909
376,UMSTBG1d,behavior,whisk,37.6,0.044433642
377,UMSTBG1d,behavior,whisk,37.7,0.074172921
378,UMSTBG1d,behavior,whisk,37.8,0.309072226
379,UMSTBG1d,behavior,whisk,37.9,0.125943303
380,UMSTBG1d,behavior,whisk,38,0.08569175
381,UMSTBG1d,behavior,whisk,38.1,0.150174245
382,UMSTBG1d,behavior,whisk,38.2,0.067126922
383,UMSTBG1d,behavior,whisk,38.3,0.073044091
384,UMSTBG1d,behavior,whisk,38.4,0.0705975
385,UMSTBG1d,behavior,whisk,38.5,0.042445313
386,UMSTBG1d,behavior,whisk,38.6,0.056209516
387,UMSTBG1d,behavior,whisk,38.7,0.048573926
388,UMSTBG1d,behavior,whisk,38.8,0.038875338
389,UMSTBG1d,behavior,whisk,38.9,0.12321958
390,UMSTBG1d,behavior,whisk,39,0.195365861
391,UMSTBG1d,behavior,whisk,39.1,0.110260904
392,UMSTBG1d,behavior,whisk,39.2,0.094144903
393,UMSTBG1d,behavior,whisk,39.3,0.204983458
394,UMSTBG1d,behavior,whisk,39.4,0.435166925
395,UMSTBG1d,behavior,whisk,39.5,0.296566516
396,UMSTBG1d,behavior,whisk,39.6,0.37115714
397,UMSTBG1d,behavior,whisk,39.7,0.447334677
398,UMSTBG1d,behavior,whisk,39.8,0.236504689
399,UMSTBG1d,behavior,whisk,39.9,0.190098867
400,UMSTBG1d,behavior,whisk,40,0.785271168
401,UMSTBG1d,behavior,whisk,40.1,0.433603436
402,UMSTBG1d,behavior,whisk,40.2,0.248829767
403,UMSTBG1d,behavior,whisk,40.3,0.284674764
404,UMSTBG1d,behavior,whisk,40.4,0.140046358
405,UMSTBG1d,behavior,whisk,40.5,0.054182231
406,UMSTBG1d,behavior,whisk,40.6,0.042505834
407,UMSTBG1d,behavior,whisk,40.7,0.050948095
408,UMSTBG1d,behavior,whisk,40.8,0.048959989
409,UMSTBG1d,behavior,whisk,40.9,0.118031032
410,UMSTBG1d,behavior,whisk,41,0.038332924
411,UMSTBG1d,behavior,whisk,41.1,0.049472779
412,UMSTBG1d,behavior,whisk,41.2,0.052983303
413,UMSTBG1d,behavior,whisk,41.3,0.039243773
414,UMSTBG1d,behavior,whisk,41.4,0.040886197
415,UMSTBG1d,behavior,whisk,41.5,0.339686632
416,UMSTBG1d,behavior,whisk,41.6,0.423487663
417,UMSTBG1d,behavior,whisk,41.7,0.612913072
418,UMSTBG1d,behavior,whisk,41.8,0.333051294
419,UMSTBG1d,behavior,whisk,41.9,0.181469679
420,UMSTBG1d,behavior,whisk,42,0.125593036
421,UMSTBG1d,behavior,whisk,42.1,0.064730473
422,UMSTBG1d,behavior,whisk,42.2,0.08818493
423,UMSTBG1d,behavior,whisk,42.3,0.051845152
424,UMSTBG1d,behavior,whisk,42.4,0.166406855
425,UMSTBG1d,behavior,whisk,42.5,0.256200701
426,UMSTBG1d,behavior,whisk,42.6,0.330724806
427,UMSTBG1d,behavior,whisk,42.7,0.285861731
428,UMSTBG1d,behavior,whisk,42.8,0.291760206
429,UMSTBG1d,behavior,whisk,42.9,0.123132028
430,UMSTBG1d,behavior,whisk,43,0.512736082
431,UMSTBG1d,behavior,whisk,43.1,0.176098898
432,UMSTBG1d,behavior,whisk,43.2,0.07902544
433,UMSTBG1d,behavior,whisk,43.3,0.085097171
434,UMSTBG1d,behavior,whisk,43.4,0.041600887
435,UMSTBG1d,behavior,whisk,43.5,0.048143253
436,UMSTBG1d,behavior,whisk,43.6,0.062961318
437,UMSTBG1d,behavior,whisk,43.7,0.058744121
438,UMSTBG1d,behavior,whisk,43.8,0.037052345
439,UMSTBG1d,behavior,whisk,43.9,0.062388647
440,UMSTBG1d,behavior,whisk,44,0.28109026
441,UMSTBG1d,behavior,whisk,44.1,0.156498775
442,UMSTBG1d,behavior,whisk,44.2,0.244023845
443,UMSTBG1d,behavior,whisk,44.3,0.086636074
444,UMSTBG1d,behavior,whisk,44.4,0.056202337
445,UMSTBG1d,behavior,whisk,44.5,0.069793537
446,UMSTBG1d,behavior,whisk,44.6,0.042239774
447,UMSTBG1d,behavior,whisk,44.7,0.043294918
448,UMSTBG1d,behavior,whisk,44.8,0.049234103
449,UMSTBG1d,behavior,whisk,44.9,0.031898942
450,UMSTBG1d,behavior,whisk,45,0.028002983
451,UMSTBG1d,behavior,whisk,45.1,0.020655805
452,UMSTBG1d,behavior,whisk,45.2,0.030203367
